X,Y,Z
-1.9579132795333862,-1.2924596071243286,1.8176294565200806
-2.1206493377685547,-1.4717373847961426,1.6939870119094849
-1.9812589883804321,-1.6383967399597168,1.7444711923599243
-2.2642781734466553,-1.7229048013687134,1.7930692434310913
-2.2823896408081055,-1.5467712879180908,1.6519594192504883
-2.3605997562408447,-1.6834518909454346,1.6217516660690308
-2.3994038105010986,-1.7515296936035156,1.7527110576629639
-2.3223159313201904,-1.7419172525405884,2.0117204189300537
-2.4019088745117188,-1.6456509828567505,2.0362870693206787
-2.3961377143859863,-1.5396784543991089,1.9042246341705322
-2.2073466777801514,-1.6467278003692627,1.8607105016708374
-2.2707245349884033,-1.5867507457733154,2.092745065689087
-2.2000856399536133,-1.691777229309082,1.9830923080444336
-2.0505685806274414,-1.758128046989441,2.0001418590545654
-2.0789623260498047,-1.6098734140396118,2.0615196228027344
-2.1254172325134277,-1.4426889419555664,1.9209976196289062
-2.0162172317504883,-1.5083067417144775,2.013888120651245
-1.9837596416473389,-1.4992772340774536,2.072847604751587
-2.0876095294952393,-1.384291172027588,2.02004075050354
-1.9490119218826294,-1.337905764579773,2.0979526042938232
-2.0187299251556396,-1.3824646472930908,1.9041335582733154
-2.0994625091552734,-1.2950798273086548,1.9049770832061768
-2.206331968307495,-1.5195595026016235,1.9009087085723877
-2.2487568855285645,-1.305919885635376,2.1930558681488037
-2.2957913875579834,-1.4004617929458618,2.118090867996216
-2.200350284576416,-1.4354816675186157,2.2275302410125732
-1.949291706085205,-1.3455225229263306,2.291276693344116
-2.051408052444458,-1.4053176641464233,2.156141519546509
-1.9623205661773682,-1.491917610168457,2.1681089401245117
-2.112375259399414,-1.4849413633346558,2.300274133682251
-2.1500332355499268,-1.5941777229309082,2.2327229976654053
-1.9673713445663452,-1.7449417114257812,2.107619524002075
-2.0695204734802246,-1.7429927587509155,2.336928606033325
-2.2165355682373047,-1.7586153745651245,2.279304265975952
-2.2621419429779053,-1.546066164970398,2.1303493976593018
-2.227132558822632,-1.6025362014770508,2.2451581954956055
-2.4961466789245605,-1.6339168548583984,2.3075368404388428
-2.574206829071045,-1.75211501121521,2.1130011081695557
-2.5987372398376465,-1.5834550857543945,2.164886474609375
-2.563357353210449,-1.5781923532485962,2.2766714096069336
-2.6818716526031494,-1.707000732421875,2.3234801292419434
-2.789559841156006,-1.5333325862884521,2.3284876346588135
-2.79622745513916,-1.5355743169784546,2.1709187030792236
-2.775268793106079,-1.7128018140792847,2.175034284591675
-2.8669536113739014,-1.6193816661834717,2.0009820461273193
-2.6736819744110107,-1.6441154479980469,2.0225751399993896
-2.7719333171844482,-1.5375072956085205,1.9544192552566528
-2.850865602493286,-1.662957787513733,1.96096932888031
-2.6907291412353516,-1.6585986614227295,1.9346338510513306
-2.703422784805298,-1.771873950958252,1.891487956047058
-2.489368438720703,-1.6550242900848389,1.9055882692337036
-2.612879753112793,-1.438105583190918,1.937028408050537
