step,sec,dump
16764,1.819,Nsync-grv=    116980 Nsync-hyd=      9713  :r************************************************ttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX99H[y++++++"oAKF
16765,0.019,Nsync-grv=         0 Nsync-hyd=      1346  BhddeeeeEccCJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyy???A0000001T7F
16766,3.521,Nsync-grv=    309978 Nsync-hyd=     13872  :*****************************************************tttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXX9H[+++"?7
16767,0.019,Nsync-grv=         0 Nsync-hyd=      1386  BddeeeeEcCJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A0000001T77
16768,1.838,Nsync-grv=    116938 Nsync-hyd=      9702  :r**********************************************tttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXX99Hy+++++++"oA1-
16769,0.018,Nsync-grv=         0 Nsync-hyd=      1370  BddeeeEEccCJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy??A0000001T777
16770,4.917,Nsync-grv=    594750 Nsync-hyd=     46021  r*********************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXX99HH[y+++?07
16771,0.018,Nsync-grv=         0 Nsync-hyd=      1397  BhddeeeeeEcCJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyyyyyyyy???AA0000000001TT77
16772,1.847,Nsync-grv=    117059 Nsync-hyd=      9696  :r**********************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXC9H[y+++++++"oAKF
16773,0.020,Nsync-grv=         0 Nsync-hyd=      1379  BddDeeEEccCJJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy??A00000k1T77
16774,3.847,Nsync-grv=    310062 Nsync-hyd=     13841  r********************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXX9H[+++"AF
16775,0.021,Nsync-grv=         0 Nsync-hyd=      1448  BddeeeEccCJJJJ9999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A0000001T77
16776,1.667,Nsync-grv=    117210 Nsync-hyd=      9716  :r****************************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXJ9H[y+++++++"?0F
16777,0.020,Nsync-grv=         0 Nsync-hyd=      1387  BddeeeEccCCJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy????AA0000001T77
16778,6.669,Nsync-grv=   1481849 Nsync-hyd=    179062  e***************************************************ttttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXEC99999HHH[[yyy++?)WT
16779,0.018,Nsync-grv=         0 Nsync-hyd=      1411  BddeeeeEcCJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyy???A0000001TT77
16780,1.775,Nsync-grv=    117271 Nsync-hyd=      9713  :r************************************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXJ9H[y+++++lo?IF
16781,0.021,Nsync-grv=         0 Nsync-hyd=      1393  BddeeEEccCJJJJ9999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy??00000k1T7
16782,3.820,Nsync-grv=    310071 Nsync-hyd=     13822  r********************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXe9[y++"?F
16783,0.020,Nsync-grv=         0 Nsync-hyd=      1444  BdddeeEEccCJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A000001TT77
16784,3.028,Nsync-grv=    117347 Nsync-hyd=      9707  :*****************************ttttttttttttxxxxxxXXXXXXXXXXXBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBbb9[+++++?kkF
16785,0.092,Nsync-grv=         0 Nsync-hyd=      1412  decJ99999999HHHHH[[[[[[[yyyyA0kkk777777777777777777777777777777777777777777777777777777777777777777777777777777777777FFF
16786,5.469,Nsync-grv=    594739 Nsync-hyd=     46000  r************************************ttttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXE99H[[y++oA7
16787,0.021,Nsync-grv=         0 Nsync-hyd=      1458  BddeeeEEcCCJJJ9999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyyy??A0000001TT777
16788,1.867,Nsync-grv=    117385 Nsync-hyd=      9702  :r*********************************************tttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXX99H[y++++++"?0F
16789,0.020,Nsync-grv=         0 Nsync-hyd=      1411  BddddeeeEEccCJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy???A00000kT77
16790,3.864,Nsync-grv=    310099 Nsync-hyd=     13808  r**********************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXX9Hy++"AF
16791,0.020,Nsync-grv=         0 Nsync-hyd=      1450  BdddeeeEEcCJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy???AA000001T777
16792,1.662,Nsync-grv=    117494 Nsync-hyd=      9702  :r*******************************************************ttttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXXX99H[y+++++++"oA1-
16793,0.021,Nsync-grv=         0 Nsync-hyd=      1390  hddeeEEcccCJJJ9999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy???????A00000kTT7
16794,5.891,Nsync-grv=    917585 Nsync-hyd=    144683  r**********************************************tttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXE99999HHH[[yyy++?IKT
16795,0.018,Nsync-grv=         0 Nsync-hyd=      1422  BhddeeeeEcCCJJJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyy???A0000001TT777
16796,1.695,Nsync-grv=    117306 Nsync-hyd=      9676  :r******************************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXD99Hy+++++++"oA0F
16797,0.025,Nsync-grv=         0 Nsync-hyd=      1381  BddeeeECJJJj999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy???A00000kT77
16798,3.713,Nsync-grv=    310085 Nsync-hyd=     13790  :*************************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXX9H[+++l?7
16799,0.019,Nsync-grv=         0 Nsync-hyd=      1430  BddeeeEEccCJJJJ9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy??A000000k1T77
16800,1.776,Nsync-grv=    117171 Nsync-hyd=      9686  :r**************************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX99H[y++++++"oAT-
16801,0.019,Nsync-grv=         0 Nsync-hyd=      1366  BddeeeeEcCJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A0000001T77
16802,5.305,Nsync-grv=    594728 Nsync-hyd=     45997  r**************************************ttttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXJ9HH[y++"AT
16803,0.018,Nsync-grv=         0 Nsync-hyd=      1417  BddeeeEEcCJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy????A000000k1T77
16804,1.705,Nsync-grv=    117121 Nsync-hyd=      9678  :r******************************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXX99H[y+++++++"o?KF
16805,0.018,Nsync-grv=         0 Nsync-hyd=      1394  BHddeeeeEEcCJJJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyy??A0000001TT777
16806,3.469,Nsync-grv=    309984 Nsync-hyd=     13781  r*******************************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXc9[y++++oAF
16807,0.018,Nsync-grv=         0 Nsync-hyd=      1446  BddeeeEEccCJJJJ99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy??A000000k1T77
16808,1.831,Nsync-grv=    116924 Nsync-hyd=      9664  :r**********************************************tttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXE99[y++++++"?0F
16809,0.020,Nsync-grv=         0 Nsync-hyd=      1395  BhddddeeeeEcCJJJJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyyy????A000000k1T777
16810,6.238,Nsync-grv=   1060534 Nsync-hyd=    175462  E*************************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXEC99999HHH[[yyy++"?01T
16811,0.019,Nsync-grv=         0 Nsync-hyd=      1438  BddeeeeEcCJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyyyyy????AA000001TT77
16812,1.848,Nsync-grv=    117046 Nsync-hyd=      9672  :D**********************************************tttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXX99Hy+++++loA1-
16813,0.019,Nsync-grv=         0 Nsync-hyd=      1392  BhdddDeeeEEcCCJJJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[yyyyyyyyyyyy????A000000kTT777
16814,3.337,Nsync-grv=    309996 Nsync-hyd=     13768  :************************************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXX99[y+++oAF
16815,0.020,Nsync-grv=         0 Nsync-hyd=      1446  BddeeeEEcCCJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyy???AA00000kTT77
16816,1.774,Nsync-grv=    117036 Nsync-hyd=      9676  :r**********************************************tttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXE99[y+++++++"?0F
16817,0.020,Nsync-grv=         0 Nsync-hyd=      1406  BHddeeeEfcCJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyy??AA000001T77
16818,5.085,Nsync-grv=    594679 Nsync-hyd=     45957  r*****************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXC99H[y+++?A7
16819,0.020,Nsync-grv=         0 Nsync-hyd=      1471  BddeeeEEcCCJJJ9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyy???AA00000kTT77
16820,1.611,Nsync-grv=    116943 Nsync-hyd=      9654  :r*************************************************************ttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXE99Hy+++++++"oAKF
16821,0.019,Nsync-grv=         0 Nsync-hyd=      1436  BddeeeeEccCJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyy??A)000001T77
16822,3.771,Nsync-grv=    309986 Nsync-hyd=     13751  r***********************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXE9[y+++"AF
16823,0.023,Nsync-grv=         0 Nsync-hyd=      1468  BhddeeeEccCJJJJ999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy??A0000001T77
16824,1.640,Nsync-grv=    117064 Nsync-hyd=      9671  :r***********************************************************ttttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXX99H[y++++++++"?AKF
16825,0.019,Nsync-grv=         0 Nsync-hyd=      1418  BddeeeeEcCJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyy????A00000001T77
16826,5.658,Nsync-grv=    917626 Nsync-hyd=    144547  D*************************************************ttttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXec99999HHH[[yyy+++?A01T
16827,0.020,Nsync-grv=         0 Nsync-hyd=      1467  BddeeeEcCCJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyy???A0000001T777
16828,1.772,Nsync-grv=    117122 Nsync-hyd=      9674  :r*************************************************ttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXX99H[y+++++l"?0F
16829,0.020,Nsync-grv=         0 Nsync-hyd=      1415  BHddeeeeEcCJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyyyyy??A000000k1T77
16830,4.026,Nsync-grv=    310014 Nsync-hyd=     13731  r****************************************tttttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXE9[+++?F
16831,0.017,Nsync-grv=         0 Nsync-hyd=      1430  BdddeeeEEcCJJJJ99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyyyyyyyyy???A000000k1T77
16832,1.678,Nsync-grv=    117200 Nsync-hyd=      9696  :r*****************************************************tttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXX99Hy++++++l"?0F
16833,0.019,Nsync-grv=         0 Nsync-hyd=      1361  BdddeeeEEcCJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyyyyyyy????A0000001T777
16834,4.604,Nsync-grv=    594615 Nsync-hyd=     45896  r************************************************tttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXC99H[[y+++?07
16835,0.025,Nsync-grv=         0 Nsync-hyd=      1425  BdeeEEccCJJ9999999999999999999999999HHHHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy??A00000kT77
16836,1.697,Nsync-grv=    117054 Nsync-hyd=      9678  :r***************************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXX99H[y+++++++l"?Ak-
16837,0.018,Nsync-grv=         0 Nsync-hyd=      1373  BdddeeeeEcCCJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyy??A00000001T777
16838,3.599,Nsync-grv=    310058 Nsync-hyd=     13706  :***********************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXX99[y+++?T
16839,0.021,Nsync-grv=         0 Nsync-hyd=      1434  BdddeeEEccCJJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy????A00000kTT77
16840,1.699,Nsync-grv=    116852 Nsync-hyd=      9650  :r*************************************************tttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXh99Hy++++++++"?IF
16841,0.018,Nsync-grv=         0 Nsync-hyd=      1365  BdddeeeEccCCJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy?A000000kT77
16842,6.683,Nsync-grv=   1321180 Nsync-hyd=    178281  d********************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeC99999HHH[[yyy+"?017
16843,0.018,Nsync-grv=         0 Nsync-hyd=      1413  BhddeeeEccCJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A0000001T77777
16844,1.615,Nsync-grv=    116900 Nsync-hyd=      9643  :r********************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXX99H[y++++++"oA1-
16845,0.018,Nsync-grv=         0 Nsync-hyd=      1370  BdddeeeEEcCCJJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyyyyyyy???AA00000kTT77
16846,3.314,Nsync-grv=    309955 Nsync-hyd=     13697  :*******************************************************ttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX99[y+++"AF
16847,0.020,Nsync-grv=         0 Nsync-hyd=      1365  BddeeeEEcCJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy??A0000001T77
16848,1.546,Nsync-grv=    116895 Nsync-hyd=      9641  :rE*********************************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXX99H[[y+++++++"oA0F
16849,0.019,Nsync-grv=         0 Nsync-hyd=      1305  BhddeeeEEcCJJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy???A00000WTT77
16850,4.839,Nsync-grv=    594504 Nsync-hyd=     45844  r******************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXe99HH[y+++?0F
16851,0.018,Nsync-grv=         0 Nsync-hyd=      1320  BdddeeEEccCJJJJ9999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy???A00000k1T77
16852,1.794,Nsync-grv=    116677 Nsync-hyd=      9620  :r*********************************************tttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXe99Hy+++++++l"AK-
16853,0.019,Nsync-grv=         0 Nsync-hyd=      1294  BhddeeeeEcCJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy???A000000kT777
16854,4.946,Nsync-grv=    309998 Nsync-hyd=     13685  r*************************************tttttttttttttttxxxxxxxxXXXXXXXXXXXXXEHy++?k7777777777777777777777777777777777777FF
16855,0.018,Nsync-grv=         0 Nsync-hyd=      1335  BdddeeeEccCJJJJ999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy??A000000k1T77
16856,1.827,Nsync-grv=    116673 Nsync-hyd=      9628  :r*******************************************tttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXC9H[y++++++"oA1-
16857,0.019,Nsync-grv=         0 Nsync-hyd=      1334  BhddeeeeEcCJJJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyy??A00000011T77
16858,5.855,Nsync-grv=    917689 Nsync-hyd=    144371  D*********************************************ttttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXdE999999HHH[yyy++"?01T
16859,0.022,Nsync-grv=         0 Nsync-hyd=      1393  BddeeEEccCJJ9999999999999999999999999HHHHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy??A000001T77
16860,1.752,Nsync-grv=    116639 Nsync-hyd=      9610  :r*************************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXX99H[y++++++"oAKF
16861,0.018,Nsync-grv=         0 Nsync-hyd=      1368  BdddeeeeEcCJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyyyyyy???A000000kT777
16862,3.601,Nsync-grv=    309887 Nsync-hyd=     13667  r***********************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXX9H[+++"AF
16863,0.020,Nsync-grv=         0 Nsync-hyd=      1407  BdddeeEEcCJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy??A0000000k1T77
16864,1.683,Nsync-grv=    116619 Nsync-hyd=      9595  :r************************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXh99H[y+++++++"oAk-
16865,0.020,Nsync-grv=         0 Nsync-hyd=      1371  BdddeeeEccCJJJJj9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A0000001T7777
16866,5.026,Nsync-grv=    594424 Nsync-hyd=     45794  r****************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXXC9HH[[yy++?0F
16867,0.023,Nsync-grv=         0 Nsync-hyd=      1440  bdeeeEccCJjj99999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyy???A000000kTT7
16868,1.601,Nsync-grv=    116520 Nsync-hyd=      9585  :r*******************************************************ttttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXX99H[yy+++++++"?0F
16869,0.021,Nsync-grv=         0 Nsync-hyd=      1408  bddeeeEccCJJJj9999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyy???A00000kT77
16870,3.453,Nsync-grv=    309949 Nsync-hyd=     13643  :**************************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXX9H[+++"AF
16871,0.019,Nsync-grv=         0 Nsync-hyd=      1464  BddeeeEEcCJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A00000k1T77
16872,1.693,Nsync-grv=    116233 Nsync-hyd=      9594  :r**************************************************tttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXXd99Hyy+++++++"?A1-
16873,0.024,Nsync-grv=         0 Nsync-hyd=      1439  BddeeEEccCCJJJJ9999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyyyy???A0000001T77
16874,6.248,Nsync-grv=   1060343 Nsync-hyd=    174962  E*********************************************tttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXec99999HHH[[[yyy++"A017
16875,0.020,Nsync-grv=         0 Nsync-hyd=      1497  BddeeeEEcCJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy????A00000K1T777
16876,1.754,Nsync-grv=    116307 Nsync-hyd=      9572  :r**********************************************tttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXe9HH[y++++++"?0F
16877,0.020,Nsync-grv=         0 Nsync-hyd=      1466  BhddeeeeEcCJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A000000kT777
16878,3.331,Nsync-grv=    310033 Nsync-hyd=     13621  :*****************************************************tttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX9H[++++oAF
16879,0.020,Nsync-grv=         0 Nsync-hyd=      1475  bddeeeEEcCJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A000000kTT77
16880,1.642,Nsync-grv=    116227 Nsync-hyd=      9572  :r****************************************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXe99H[y+++++++l"?0F
16881,0.021,Nsync-grv=         0 Nsync-hyd=      1466  BddeeeEcCJJJJ9999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyyyy??AA000001T77
16882,4.834,Nsync-grv=    594426 Nsync-hyd=     45741  r********************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXc99H[[y+++o?07
16883,0.023,Nsync-grv=         0 Nsync-hyd=      1516  BddeeEEccCJJJ999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyy???A00000k1TT777
16884,1.614,Nsync-grv=    116302 Nsync-hyd=      9569  ::E*************************************************tttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXX99H[+++++++l"?0F
16885,0.022,Nsync-grv=         0 Nsync-hyd=      1495  BddeeeEccJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy????A00000W1T77
16886,3.553,Nsync-grv=    310032 Nsync-hyd=     13613  r***********************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXC9Hy++"AF
16887,0.023,Nsync-grv=         0 Nsync-hyd=      1556  BdddeeEEcCJJJJ9999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy???A000000kTT77
16888,1.589,Nsync-grv=    116246 Nsync-hyd=      9563  :r******************************************************tttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXXXC9HHyy+++++++"?AT-
16889,0.021,Nsync-grv=         0 Nsync-hyd=      1523  BddeeeEEcCJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyyy???A000000k1T77
16890,5.958,Nsync-grv=    917649 Nsync-hyd=    144220  r*******************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXEC99999HH[[yyy++?01T
16891,0.021,Nsync-grv=         0 Nsync-hyd=      1589  BddeeeEEcCJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyyyyyyyy????A000000W1T777
16892,1.560,Nsync-grv=    116190 Nsync-hyd=      9566  :r**********************************************************ttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXJ9H[[y+++++++"?AT-
